,Year,Month,Neighborhood,Assault,Burglary,Arrest,Disturbance,Robbery,zvhi
1709,2015,9,Green Lake,1,10,0,20,0,636700.0
1710,2010,10,Green Lake,2,3,3,30,0,445000.0
1711,2011,10,Green Lake,3,10,1,14,1,446700.0
1712,2012,10,Green Lake,1,5,0,14,0,471800.0
1713,2013,10,Green Lake,3,3,0,14,2,539800.0
1714,2014,10,Green Lake,0,8,0,18,0,572400.0
1715,2010,11,Green Lake,1,7,5,23,2,443300.0
1716,2011,11,Green Lake,3,3,1,11,0,448300.0
1717,2012,11,Green Lake,1,10,1,15,0,475200.0
1718,2013,11,Green Lake,0,8,0,22,0,544500.0
1719,2014,11,Green Lake,0,10,0,20,4,577400.0
1720,2010,12,Green Lake,2,10,2,13,0,442700.0
1721,2011,12,Green Lake,0,10,3,10,0,447900.0
1722,2012,12,Green Lake,2,8,1,9,0,478900.0
1723,2013,12,Green Lake,3,8,0,10,1,547200.0
1724,2014,12,Green Lake,0,8,1,8,0,580400.0
1725,2010,1,Greenwood,0,0,0,0,0,352300.0
1726,2011,1,Greenwood,7,19,13,53,4,330200.0
1727,2012,1,Greenwood,3,8,5,59,1,320700.0
1728,2013,1,Greenwood,2,14,9,66,4,366600.0
1729,2014,1,Greenwood,2,21,2,53,1,403600.0
1730,2015,1,Greenwood,6,9,0,45,1,427900.0
1731,2010,2,Greenwood,0,0,0,0,0,353900.0
1732,2011,2,Greenwood,2,3,4,32,1,326000.0
1733,2012,2,Greenwood,3,6,7,40,1,323400.0
1734,2013,2,Greenwood,4,13,4,37,0,372100.0
1735,2014,2,Greenwood,9,19,5,37,0,405200.0
1736,2015,2,Greenwood,9,8,3,62,3,429200.0
1737,2010,3,Greenwood,0,0,0,0,0,355500.0
1738,2011,3,Greenwood,2,9,9,32,0,320500.0
1739,2012,3,Greenwood,5,12,6,53,4,326600.0
1740,2013,3,Greenwood,0,0,0,0,0,377600.0
1741,2014,3,Greenwood,7,6,3,42,2,408100.0
1742,2015,3,Greenwood,2,18,3,74,2,433400.0
1743,2010,4,Greenwood,0,0,0,0,0,356600.0
1744,2011,4,Greenwood,2,19,18,49,2,316800.0
1745,2012,4,Greenwood,8,11,10,48,0,329600.0
1746,2013,4,Greenwood,0,0,0,0,0,381800.0
1747,2014,4,Greenwood,4,8,0,50,2,412900.0
1748,2015,4,Greenwood,4,12,2,64,3,440500.0
1749,2010,5,Greenwood,0,0,0,0,0,355700.0
1750,2011,5,Greenwood,5,17,10,55,2,316200.0
1751,2012,5,Greenwood,7,14,5,69,3,333000.0
1752,2013,5,Greenwood,0,0,0,0,0,385400.0
1753,2014,5,Greenwood,4,11,1,72,0,416600.0
1754,2015,5,Greenwood,6,17,3,92,2,447400.0
1755,2010,6,Greenwood,0,1,0,0,0,352800.0
1756,2011,6,Greenwood,6,9,9,57,5,315700.0
1757,2012,6,Greenwood,8,13,10,102,1,336500.0
1758,2013,6,Greenwood,0,0,0,0,0,388100.0
1759,2014,6,Greenwood,9,16,5,76,0,418100.0
1760,2015,6,Greenwood,6,13,2,64,4,453600.0
1761,2010,7,Greenwood,8,6,4,38,0,348900.0
1762,2011,7,Greenwood,5,13,5,77,1,313900.0
1763,2012,7,Greenwood,11,11,17,134,4,339700.0
1764,2013,7,Greenwood,0,0,0,0,0,390700.0
1765,2014,7,Greenwood,6,19,4,70,2,418200.0
1766,2015,7,Greenwood,8,14,3,72,0,461900.0
1767,2010,8,Greenwood,7,18,11,95,5,345600.0
1768,2011,8,Greenwood,9,15,9,75,4,311700.0
1769,2012,8,Greenwood,3,13,5,109,0,343900.0
1770,2013,8,Greenwood,0,0,0,0,0,393300.0
1771,2014,8,Greenwood,3,7,5,69,2,418500.0
1772,2015,8,Greenwood,5,21,3,86,3,468200.0
1773,2010,9,Greenwood,7,9,9,70,3,342600.0
1774,2011,9,Greenwood,3,14,5,78,1,311300.0
1775,2012,9,Greenwood,7,15,13,61,2,348800.0
1776,2013,9,Greenwood,0,0,0,0,0,395500.0
1777,2014,9,Greenwood,7,9,3,43,2,420000.0
1778,2015,9,Greenwood,6,11,0,55,3,472000.0
1779,2010,10,Greenwood,8,12,23,63,0,339500.0
1780,2011,10,Greenwood,12,7,4,61,2,313200.0
1781,2012,10,Greenwood,3,11,4,36,3,353600.0
1782,2013,10,Greenwood,4,12,12,42,0,397200.0
1783,2014,10,Greenwood,8,13,5,55,1,422900.0
1784,2010,11,Greenwood,1,11,17,58,3,336300.0
1785,2011,11,Greenwood,4,6,4,36,2,316100.0
1786,2012,11,Greenwood,4,25,7,48,2,358600.0
1787,2013,11,Greenwood,7,16,4,42,3,398900.0
1788,2014,11,Greenwood,6,16,4,41,1,425600.0
1789,2010,12,Greenwood,4,17,9,59,4,333200.0
1790,2011,12,Greenwood,6,13,8,57,1,318700.0
1791,2012,12,Greenwood,10,19,9,51,1,362600.0
1792,2013,12,Greenwood,6,15,3,58,5,401200.0
1793,2014,12,Greenwood,8,11,0,40,1,426800.0
1794,2010,1,Haller Lake,0,0,0,0,0,312400.0
1795,2011,1,Haller Lake,6,8,17,46,0,295100.0
1796,2012,1,Haller Lake,7,9,14,35,1,271600.0
1797,2013,1,Haller Lake,3,5,11,49,2,302300.0
1798,2014,1,Haller Lake,3,11,2,36,2,348900.0
1799,2015,1,Haller Lake,4,7,6,30,1,377200.0
1800,2010,2,Haller Lake,0,0,0,0,0,313600.0
1801,2011,2,Haller Lake,2,6,6,20,2,289300.0
1802,2012,2,Haller Lake,7,12,7,36,4,272400.0
1803,2013,2,Haller Lake,5,4,5,41,7,308600.0
1804,2014,2,Haller Lake,6,11,3,35,1,350400.0
1805,2015,2,Haller Lake,8,5,3,31,1,378600.0
1806,2010,3,Haller Lake,0,0,0,0,0,314100.0
1807,2011,3,Haller Lake,5,5,7,36,0,283900.0
1808,2012,3,Haller Lake,4,11,21,40,3,273000.0
1809,2013,3,Haller Lake,0,0,0,0,0,315900.0
1810,2014,3,Haller Lake,3,9,1,36,1,353500.0
1811,2015,3,Haller Lake,9,9,3,53,3,383400.0
1812,2010,4,Haller Lake,0,0,0,0,0,314200.0
1813,2011,4,Haller Lake,6,15,15,45,3,280200.0
1814,2012,4,Haller Lake,7,9,11,49,6,274300.0
1815,2013,4,Haller Lake,0,0,0,0,0,321300.0
1816,2014,4,Haller Lake,9,11,1,49,0,358700.0
1817,2015,4,Haller Lake,4,9,3,39,3,389600.0
1818,2010,5,Haller Lake,0,0,0,0,0,313500.0
1819,2011,5,Haller Lake,5,14,10,45,1,278600.0
1820,2012,5,Haller Lake,5,10,8,57,1,277600.0
1821,2013,5,Haller Lake,0,0,0,0,0,324700.0
1822,2014,5,Haller Lake,11,13,6,64,0,362500.0
1823,2015,5,Haller Lake,4,12,2,43,2,394300.0
1824,2010,6,Haller Lake,0,0,0,0,0,312400.0
1825,2011,6,Haller Lake,1,3,7,38,5,277500.0
1826,2012,6,Haller Lake,7,7,15,64,5,281500.0
1827,2013,6,Haller Lake,0,0,0,0,0,328000.0
1828,2014,6,Haller Lake,3,13,4,66,1,363500.0
1829,2015,6,Haller Lake,5,10,2,48,3,397800.0
1830,2010,7,Haller Lake,4,4,12,23,1,310500.0
1831,2011,7,Haller Lake,11,12,11,55,3,276500.0
1832,2012,7,Haller Lake,8,20,17,82,6,284300.0
1833,2013,7,Haller Lake,0,0,0,0,0,331000.0
1834,2014,7,Haller Lake,11,16,2,63,0,364900.0
1835,2015,7,Haller Lake,11,7,2,65,4,402100.0
1836,2010,8,Haller Lake,6,7,10,63,1,307800.0
1837,2011,8,Haller Lake,5,16,7,61,3,275200.0
1838,2012,8,Haller Lake,4,6,17,67,1,286700.0
1839,2013,8,Haller Lake,0,0,0,0,0,333600.0
1840,2014,8,Haller Lake,7,7,4,47,1,366100.0
1841,2015,8,Haller Lake,7,6,0,52,2,405300.0
1842,2010,9,Haller Lake,6,13,15,41,2,304700.0
1843,2011,9,Haller Lake,7,6,12,55,2,274500.0
1844,2012,9,Haller Lake,6,13,12,51,3,289000.0
1845,2013,9,Haller Lake,0,0,0,0,0,336200.0
1846,2014,9,Haller Lake,4,10,4,36,2,367000.0
1847,2015,9,Haller Lake,9,8,1,54,4,407900.0
1848,2010,10,Haller Lake,7,14,22,29,4,303300.0
1849,2011,10,Haller Lake,8,14,13,57,4,273700.0
1850,2012,10,Haller Lake,5,13,14,66,4,291400.0
1851,2013,10,Haller Lake,7,6,8,46,2,339500.0
1852,2014,10,Haller Lake,6,5,6,49,3,368700.0
1853,2010,11,Haller Lake,2,9,11,21,5,302200.0
1854,2011,11,Haller Lake,6,10,10,24,2,272700.0
1855,2012,11,Haller Lake,3,12,14,57,2,294800.0
1856,2013,11,Haller Lake,4,12,9,39,5,342900.0
1857,2014,11,Haller Lake,9,17,2,44,2,372000.0
1858,2010,12,Haller Lake,8,11,5,31,2,299400.0
1859,2011,12,Haller Lake,8,11,9,45,2,271900.0
1860,2012,12,Haller Lake,4,13,11,48,1,298300.0
1861,2013,12,Haller Lake,5,12,2,38,0,346200.0
1862,2014,12,Haller Lake,5,10,1,34,1,375000.0
1863,2010,1,High Point,0,0,0,0,0,292700.0
1864,2011,1,High Point,7,7,6,26,2,267500.0
1865,2012,1,High Point,4,7,2,25,0,244300.0
1866,2013,1,High Point,1,8,1,17,1,260500.0
1867,2014,1,High Point,1,5,3,15,0,313900.0
1868,2015,1,High Point,5,3,1,22,1,328500.0
1869,2010,2,High Point,0,0,0,0,0,291400.0
1870,2011,2,High Point,0,6,1,19,1,265400.0
1871,2012,2,High Point,2,8,7,17,1,243000.0
1872,2013,2,High Point,1,4,2,14,1,265200.0
1873,2014,2,High Point,4,4,0,14,1,316100.0
1874,2015,2,High Point,5,6,0,29,1,331500.0
1875,2010,3,High Point,0,0,1,0,0,289800.0
1876,2011,3,High Point,3,3,4,12,1,262000.0
1877,2012,3,High Point,5,8,7,23,0,242300.0
1878,2013,3,High Point,0,0,0,0,0,272200.0
1879,2014,3,High Point,7,1,0,9,1,317400.0
1880,2015,3,High Point,2,6,1,35,0,336800.0
1881,2010,4,High Point,0,0,0,0,0,289200.0
1882,2011,4,High Point,4,7,3,15,2,259400.0
1883,2012,4,High Point,1,5,3,24,1,241900.0
1884,2013,4,High Point,0,0,0,0,0,279500.0
1885,2014,4,High Point,1,4,0,13,3,318200.0
1886,2015,4,High Point,8,2,0,36,0,341600.0
1887,2010,5,High Point,0,0,0,0,0,287700.0
1888,2011,5,High Point,7,9,1,29,1,258000.0
1889,2012,5,High Point,8,8,2,36,1,242700.0
1890,2013,5,High Point,0,0,0,0,0,284300.0
1891,2014,5,High Point,4,0,0,18,0,318100.0
1892,2015,5,High Point,7,1,0,29,2,347200.0
1893,2010,6,High Point,0,0,0,0,0,284700.0
1894,2011,6,High Point,6,7,4,17,0,255100.0
1895,2012,6,High Point,5,3,2,42,3,245300.0
1896,2013,6,High Point,0,0,0,0,0,288500.0
1897,2014,6,High Point,9,5,0,29,0,318300.0
1898,2015,6,High Point,6,2,0,31,0,353100.0
1899,2010,7,High Point,1,2,3,17,1,280700.0
1900,2011,7,High Point,2,6,3,37,2,251400.0
1901,2012,7,High Point,11,11,12,34,1,247900.0
1902,2013,7,High Point,0,0,0,0,0,293500.0
1903,2014,7,High Point,1,2,0,44,0,320000.0
1904,2015,7,High Point,8,5,0,31,2,358100.0
1905,2010,8,High Point,4,5,6,37,2,276100.0
1906,2011,8,High Point,3,7,4,52,1,248900.0
1907,2012,8,High Point,3,7,4,42,0,250000.0
1908,2013,8,High Point,0,0,0,0,0,297800.0
1909,2014,8,High Point,5,3,0,28,3,321500.0
1910,2015,8,High Point,3,3,0,35,4,361400.0
1911,2010,9,High Point,8,6,7,41,0,272300.0
1912,2011,9,High Point,5,4,3,37,2,247900.0
1913,2012,9,High Point,10,5,2,28,1,251100.0
1914,2013,9,High Point,0,0,0,0,0,301300.0
1915,2014,9,High Point,3,1,1,14,2,322600.0
1916,2015,9,High Point,3,0,0,23,0,364900.0
1917,2010,10,High Point,3,5,4,34,1,270800.0
1918,2011,10,High Point,6,7,5,20,1,247200.0
1919,2012,10,High Point,1,3,3,26,0,252500.0
1920,2013,10,High Point,1,7,0,17,1,304800.0
1921,2014,10,High Point,3,1,0,22,0,323500.0
1922,2010,11,High Point,7,4,6,19,2,270100.0
1923,2011,11,High Point,4,6,2,12,0,246600.0
1924,2012,11,High Point,9,6,5,31,0,254600.0
1925,2013,11,High Point,4,11,0,25,3,307600.0
1926,2014,11,High Point,2,2,0,21,0,325200.0
1927,2010,12,High Point,1,6,5,19,0,268600.0
1928,2011,12,High Point,8,8,4,31,0,245800.0
1929,2012,12,High Point,4,6,1,17,2,257500.0
1930,2013,12,High Point,5,8,2,22,1,310700.0
1931,2014,12,High Point,2,3,0,23,1,326500.0
1932,2010,1,Highland Park,0,0,0,0,0,268100.0
1933,2011,1,Highland Park,1,9,1,12,0,234400.0
1934,2012,1,Highland Park,5,4,4,9,0,207400.0
1935,2013,1,Highland Park,1,9,3,17,2,232900.0
1936,2014,1,Highland Park,1,4,0,15,0,263300.0
1937,2015,1,Highland Park,0,6,0,10,0,291600.0
1938,2010,2,Highland Park,0,0,0,0,0,268100.0
1939,2011,2,Highland Park,2,4,1,6,0,229900.0
1940,2012,2,Highland Park,3,2,2,10,1,207200.0
1941,2013,2,Highland Park,1,6,2,18,1,236000.0
1942,2014,2,Highland Park,2,8,0,8,0,266700.0
1943,2015,2,Highland Park,3,9,0,9,0,291000.0
1944,2010,3,Highland Park,0,0,0,0,0,267000.0
1945,2011,3,Highland Park,2,10,1,7,0,226000.0
1946,2012,3,Highland Park,3,7,1,13,2,206800.0
1947,2013,3,Highland Park,0,0,0,0,0,238800.0
1948,2014,3,Highland Park,1,5,0,18,1,270600.0
1949,2015,3,Highland Park,0,4,0,15,2,294900.0
1950,2010,4,Highland Park,0,0,0,0,0,263700.0
1951,2011,4,Highland Park,0,3,2,19,1,223300.0
1952,2012,4,Highland Park,2,3,2,17,0,207600.0
1953,2013,4,Highland Park,0,0,0,0,0,241600.0
1954,2014,4,Highland Park,2,3,1,13,0,273400.0
1955,2015,4,Highland Park,4,4,0,13,0,302700.0
1956,2010,5,Highland Park,0,0,0,0,0,259400.0
1957,2011,5,Highland Park,1,8,0,15,2,220700.0
1958,2012,5,Highland Park,7,3,2,32,0,210500.0
1959,2013,5,Highland Park,0,0,0,0,0,244200.0
1960,2014,5,Highland Park,2,11,2,11,0,275500.0
1961,2015,5,Highland Park,1,9,0,16,0,308700.0
1962,2010,6,Highland Park,0,0,0,0,0,254900.0
1963,2011,6,Highland Park,6,9,2,24,1,217100.0
1964,2012,6,Highland Park,3,4,4,25,0,214300.0
1965,2013,6,Highland Park,0,0,0,0,0,247100.0
1966,2014,6,Highland Park,0,11,0,26,0,277900.0
1967,2015,6,Highland Park,1,10,0,23,0,310700.0
1968,2010,7,Highland Park,4,1,0,12,0,249900.0
1969,2011,7,Highland Park,2,6,1,20,1,213500.0
1970,2012,7,Highland Park,2,2,7,30,0,217500.0
1971,2013,7,Highland Park,0,0,0,0,0,249400.0
1972,2014,7,Highland Park,1,11,0,22,3,280400.0
1973,2015,7,Highland Park,1,7,0,18,0,315300.0
1974,2010,8,Highland Park,4,5,1,14,2,246900.0
1975,2011,8,Highland Park,1,16,2,22,2,210500.0
1976,2012,8,Highland Park,4,7,1,37,1,219300.0
1977,2013,8,Highland Park,0,0,0,0,0,252100.0
1978,2014,8,Highland Park,0,4,0,22,0,282300.0
1979,2015,8,Highland Park,1,4,0,36,0,320300.0
1980,2010,9,Highland Park,5,8,8,25,1,245600.0
1981,2011,9,Highland Park,2,7,0,24,1,208100.0
1982,2012,9,Highland Park,4,10,1,34,0,220600.0
1983,2013,9,Highland Park,0,0,0,0,0,255300.0
1984,2014,9,Highland Park,1,1,0,12,0,284100.0
1985,2015,9,Highland Park,1,7,0,11,0,324200.0
1986,2010,10,Highland Park,1,9,12,17,0,243800.0
1987,2011,10,Highland Park,2,8,1,15,1,206600.0
1988,2012,10,Highland Park,1,3,0,9,0,223400.0
1989,2013,10,Highland Park,2,11,1,11,0,257900.0
1990,2014,10,Highland Park,0,7,1,17,0,285900.0
1991,2010,11,Highland Park,2,6,3,20,1,240800.0
1992,2011,11,Highland Park,2,4,0,8,0,206800.0
1993,2012,11,Highland Park,2,5,0,13,0,227100.0
1994,2013,11,Highland Park,0,7,0,10,1,258900.0
1995,2014,11,Highland Park,0,8,0,14,2,288500.0
1996,2010,12,Highland Park,2,3,1,13,1,238000.0
1997,2011,12,Highland Park,0,6,1,20,1,207400.0
1998,2012,12,Highland Park,0,2,1,21,1,230300.0
1999,2013,12,Highland Park,2,11,1,13,0,260600.0
2000,2014,12,Highland Park,0,9,0,7,1,290500.0
2001,2010,1,Holly Park,0,0,0,0,0,300500.0
2002,2011,1,Holly Park,5,11,4,10,3,278300.0
2003,2012,1,Holly Park,1,3,0,10,2,240800.0
2004,2013,1,Holly Park,2,2,4,18,0,251500.0
2005,2014,1,Holly Park,1,7,1,9,2,296600.0
2006,2015,1,Holly Park,1,4,0,8,0,310300.0
2007,2010,2,Holly Park,0,0,0,0,0,300000.0
2008,2011,2,Holly Park,0,2,4,8,2,275200.0
2009,2012,2,Holly Park,1,6,4,11,3,239000.0
2010,2013,2,Holly Park,2,0,1,11,2,255400.0
2011,2014,2,Holly Park,1,3,0,13,1,298600.0
2012,2015,2,Holly Park,0,3,0,15,1,314700.0
2013,2010,3,Holly Park,0,0,0,0,0,301100.0
2014,2011,3,Holly Park,5,3,3,8,2,270600.0
2015,2012,3,Holly Park,1,10,1,7,3,238800.0
2016,2013,3,Holly Park,0,0,0,0,0,259200.0
2017,2014,3,Holly Park,0,5,1,23,4,300100.0
2018,2015,3,Holly Park,1,2,0,22,1,319500.0
2019,2010,4,Holly Park,0,0,0,0,0,303700.0
2020,2011,4,Holly Park,1,3,2,8,1,266100.0
2021,2012,4,Holly Park,2,4,0,13,3,239200.0
2022,2013,4,Holly Park,0,0,0,0,0,262700.0
2023,2014,4,Holly Park,4,6,0,16,2,301200.0
2024,2015,4,Holly Park,2,2,0,7,2,325700.0
2025,2010,5,Holly Park,0,0,0,0,0,303800.0
2026,2011,5,Holly Park,4,1,4,11,1,262000.0
2027,2012,5,Holly Park,1,5,1,22,1,239000.0
2028,2013,5,Holly Park,0,0,0,0,0,266400.0
2029,2014,5,Holly Park,2,6,0,19,1,301200.0
2030,2015,5,Holly Park,0,2,0,14,1,335000.0
2031,2010,6,Holly Park,0,0,0,0,0,300200.0
2032,2011,6,Holly Park,3,4,0,17,2,258500.0
2033,2012,6,Holly Park,3,2,1,21,4,238200.0
2034,2013,6,Holly Park,0,0,0,0,0,271700.0
2035,2014,6,Holly Park,1,4,0,26,2,300500.0
2036,2015,6,Holly Park,0,3,0,14,1,345000.0
2037,2010,7,Holly Park,3,5,1,21,1,296700.0
2038,2011,7,Holly Park,2,2,1,26,2,255700.0
2039,2012,7,Holly Park,2,4,4,47,7,237000.0
2040,2013,7,Holly Park,0,0,0,0,0,276900.0
2041,2014,7,Holly Park,1,6,0,25,2,301000.0
2042,2015,7,Holly Park,4,4,0,25,2,353600.0
2043,2010,8,Holly Park,2,6,4,36,8,293500.0
2044,2011,8,Holly Park,3,7,3,24,0,253800.0
2045,2012,8,Holly Park,6,0,2,22,6,237400.0
2046,2013,8,Holly Park,0,0,0,0,0,280700.0
2047,2014,8,Holly Park,3,5,0,17,0,301900.0
2048,2015,8,Holly Park,3,2,0,12,3,358400.0
2049,2010,9,Holly Park,0,7,4,19,4,292400.0
2050,2011,9,Holly Park,4,2,1,31,2,251800.0
2051,2012,9,Holly Park,4,2,0,16,2,239400.0
2052,2013,9,Holly Park,0,0,0,0,0,282800.0
2053,2014,9,Holly Park,2,0,1,11,0,302400.0
2054,2015,9,Holly Park,1,2,1,13,1,361500.0
2055,2010,10,Holly Park,3,4,1,25,4,291700.0
2056,2011,10,Holly Park,2,3,0,12,1,249300.0
2057,2012,10,Holly Park,2,2,0,11,1,241500.0
2058,2013,10,Holly Park,1,4,0,9,1,285800.0
2059,2014,10,Holly Park,2,3,0,17,1,303000.0
2060,2010,11,Holly Park,1,8,0,13,0,287600.0
2061,2011,11,Holly Park,3,2,0,3,2,246400.0
2062,2012,11,Holly Park,2,3,2,7,0,243800.0
2063,2013,11,Holly Park,1,4,0,12,3,289700.0
2064,2014,11,Holly Park,1,0,0,8,1,304400.0
2065,2010,12,Holly Park,2,23,3,16,2,281900.0
2066,2011,12,Holly Park,3,2,2,19,2,243800.0
2067,2012,12,Holly Park,1,4,0,7,1,247500.0
2068,2013,12,Holly Park,0,3,1,11,1,293700.0
2069,2014,12,Holly Park,0,2,1,7,1,306400.0
2070,2010,1,Laurelhurst,0,0,0,0,0,870300.0
2071,2011,1,Laurelhurst,1,2,0,6,0,824800.0
2072,2012,1,Laurelhurst,0,0,0,2,0,845700.0
2073,2013,1,Laurelhurst,1,5,2,6,0,896600.0
2074,2014,1,Laurelhurst,1,0,0,1,0,1056100.0
2075,2015,1,Laurelhurst,1,2,0,3,0,1105000.0
2076,2010,2,Laurelhurst,0,0,0,0,0,869300.0
2077,2011,2,Laurelhurst,0,1,1,0,0,819600.0
2078,2012,2,Laurelhurst,0,1,0,1,0,848200.0
2079,2013,2,Laurelhurst,0,0,0,2,0,902700.0
2080,2014,2,Laurelhurst,0,8,0,3,0,1057900.0
2081,2015,2,Laurelhurst,0,1,0,1,0,1121100.0
2082,2010,3,Laurelhurst,0,0,0,0,0,866400.0
2083,2011,3,Laurelhurst,0,0,0,0,0,815600.0
2084,2012,3,Laurelhurst,0,2,0,2,0,852100.0
2085,2013,3,Laurelhurst,0,0,0,0,0,912100.0
2086,2014,3,Laurelhurst,1,1,0,5,0,1058600.0
2087,2015,3,Laurelhurst,0,4,0,2,0,1151400.0
2088,2010,4,Laurelhurst,0,0,0,0,0,861100.0
2089,2011,4,Laurelhurst,0,1,0,2,0,811900.0
2090,2012,4,Laurelhurst,0,2,0,3,1,857400.0
2091,2013,4,Laurelhurst,0,0,0,0,0,927200.0
2092,2014,4,Laurelhurst,4,3,0,3,0,1058300.0
2093,2015,4,Laurelhurst,2,5,0,2,0,1181500.0
2094,2010,5,Laurelhurst,0,0,0,0,0,857200.0
2095,2011,5,Laurelhurst,0,1,0,1,0,810600.0
2096,2012,5,Laurelhurst,0,1,0,2,0,862200.0
2097,2013,5,Laurelhurst,0,0,0,0,0,947100.0
2098,2014,5,Laurelhurst,0,4,0,2,0,1058900.0
2099,2015,5,Laurelhurst,2,3,0,5,0,1196800.0
2100,2010,6,Laurelhurst,0,0,0,0,0,854100.0
2101,2011,6,Laurelhurst,0,1,0,4,0,809800.0
2102,2012,6,Laurelhurst,1,2,0,3,0,869500.0
2103,2013,6,Laurelhurst,0,0,0,0,0,967000.0
2104,2014,6,Laurelhurst,1,1,0,4,0,1061300.0
2105,2015,6,Laurelhurst,0,2,0,5,0,1201300.0
2106,2010,7,Laurelhurst,0,0,1,7,1,849900.0
2107,2011,7,Laurelhurst,0,0,0,11,0,810500.0
2108,2012,7,Laurelhurst,0,3,0,8,0,876300.0
2109,2013,7,Laurelhurst,0,0,0,0,0,985900.0
2110,2014,7,Laurelhurst,1,1,0,2,0,1061700.0
2111,2015,7,Laurelhurst,0,2,0,2,0,1206300.0
2112,2010,8,Laurelhurst,0,2,1,2,1,847100.0
2113,2011,8,Laurelhurst,0,3,0,5,0,815800.0
2114,2012,8,Laurelhurst,0,0,0,4,0,880000.0
2115,2013,8,Laurelhurst,0,0,0,1,0,1004400.0
2116,2014,8,Laurelhurst,0,1,0,0,0,1064900.0
2117,2015,8,Laurelhurst,0,1,0,8,0,1204200.0
2118,2010,9,Laurelhurst,2,5,0,8,0,845700.0
2119,2011,9,Laurelhurst,0,5,0,3,0,824900.0
2120,2012,9,Laurelhurst,0,0,0,5,0,879700.0
2121,2013,9,Laurelhurst,0,0,0,0,0,1021500.0
2122,2014,9,Laurelhurst,0,1,0,6,0,1071500.0
2123,2015,9,Laurelhurst,0,2,0,4,0,1201200.0
2124,2010,10,Laurelhurst,1,2,0,7,0,842400.0
2125,2011,10,Laurelhurst,0,3,0,2,0,832700.0
2126,2012,10,Laurelhurst,1,4,0,3,0,881500.0
2127,2013,10,Laurelhurst,2,3,0,2,0,1035600.0
2128,2014,10,Laurelhurst,1,1,0,3,1,1079100.0
2129,2010,11,Laurelhurst,2,3,0,8,1,837600.0
2130,2011,11,Laurelhurst,0,4,0,0,0,839200.0
2131,2012,11,Laurelhurst,0,2,0,2,0,886100.0
2132,2013,11,Laurelhurst,0,2,0,3,0,1045300.0
2133,2014,11,Laurelhurst,0,6,0,2,0,1087400.0
2134,2010,12,Laurelhurst,2,3,1,1,0,831800.0
2135,2011,12,Laurelhurst,0,3,0,3,0,843700.0
2136,2012,12,Laurelhurst,0,4,0,3,0,891200.0
2137,2013,12,Laurelhurst,0,6,0,0,0,1052600.0
2138,2014,12,Laurelhurst,1,5,0,5,0,1094800.0
2139,2010,1,Leschi,0,0,0,0,0,522300.0
2140,2011,1,Leschi,4,8,11,18,4,516300.0
2141,2012,1,Leschi,2,1,0,13,1,510100.0
2142,2013,1,Leschi,1,4,2,29,1,560300.0
2143,2014,1,Leschi,1,5,0,16,0,615000.0
2144,2015,1,Leschi,1,0,1,10,1,634700.0
2145,2010,2,Leschi,0,0,0,0,0,520800.0
2146,2011,2,Leschi,0,5,2,5,1,518100.0
2147,2012,2,Leschi,1,4,4,14,0,511700.0
2148,2013,2,Leschi,3,5,2,15,0,562100.0
2149,2014,2,Leschi,0,1,1,8,0,617300.0
2150,2015,2,Leschi,1,4,0,8,0,636700.0
2151,2010,3,Leschi,0,0,0,0,0,516100.0
2152,2011,3,Leschi,0,2,1,4,1,518600.0
2153,2012,3,Leschi,0,4,1,16,1,516400.0
2154,2013,3,Leschi,0,0,0,0,0,567000.0
2155,2014,3,Leschi,0,3,0,15,0,616100.0
2156,2015,3,Leschi,2,1,0,6,0,645600.0
2157,2010,4,Leschi,0,0,0,0,0,511900.0
2158,2011,4,Leschi,1,4,10,16,0,515800.0
2159,2012,4,Leschi,4,1,2,27,0,524900.0
2160,2013,4,Leschi,0,0,0,0,0,576000.0
2161,2014,4,Leschi,0,4,0,13,0,611800.0
2162,2015,4,Leschi,0,4,0,12,0,657100.0
2163,2010,5,Leschi,0,0,0,0,0,510300.0
2164,2011,5,Leschi,2,8,6,24,0,513400.0
2165,2012,5,Leschi,2,2,2,21,0,531100.0
2166,2013,5,Leschi,0,0,0,0,0,588100.0
2167,2014,5,Leschi,0,7,0,20,0,610000.0
2168,2015,5,Leschi,2,6,2,16,0,663300.0
2169,2010,6,Leschi,0,0,0,0,0,511500.0
2170,2011,6,Leschi,3,4,4,15,0,512200.0
2171,2012,6,Leschi,1,1,1,41,0,532900.0
2172,2013,6,Leschi,0,0,0,0,0,598500.0
2173,2014,6,Leschi,1,3,0,26,0,612900.0
2174,2015,6,Leschi,0,2,0,27,1,664400.0
2175,2010,7,Leschi,0,4,4,9,0,513400.0
2176,2011,7,Leschi,2,4,2,34,0,510500.0
2177,2012,7,Leschi,1,4,1,62,0,534000.0
2178,2013,7,Leschi,0,0,0,0,0,604200.0
2179,2014,7,Leschi,0,6,1,22,0,616200.0
2180,2015,7,Leschi,1,5,0,28,0,668500.0
2181,2010,8,Leschi,2,14,3,26,0,514900.0
2182,2011,8,Leschi,0,5,5,27,2,508000.0
2183,2012,8,Leschi,3,3,0,51,1,538100.0
2184,2013,8,Leschi,0,0,0,0,0,606300.0
2185,2014,8,Leschi,1,7,1,22,0,619100.0
2186,2015,8,Leschi,3,4,0,23,0,674100.0
2187,2010,9,Leschi,2,8,2,16,3,516400.0
