,Year,Month,Neighborhood,Assault,Burglary,Arrest,Disturbance,Robbery,zvhi
3951,2010,4,Seward Park,0,0,0,0,0,509100.0
3952,2011,4,Seward Park,0,6,1,7,0,485400.0
3953,2012,4,Seward Park,1,4,0,15,0,484500.0
3954,2013,4,Seward Park,0,0,0,0,0,503700.0
3955,2014,4,Seward Park,1,6,1,9,0,574600.0
3956,2015,4,Seward Park,0,3,1,22,0,629300.0
3957,2010,5,Seward Park,0,0,0,0,0,504300.0
3958,2011,5,Seward Park,1,10,3,14,0,483000.0
3959,2012,5,Seward Park,0,8,3,13,0,484500.0
3960,2013,5,Seward Park,0,0,0,0,0,512400.0
3961,2014,5,Seward Park,0,6,0,13,0,578600.0
3962,2015,5,Seward Park,1,5,0,41,0,637700.0
3963,2010,6,Seward Park,0,0,0,0,0,500800.0
3964,2011,6,Seward Park,2,5,1,10,0,481500.0
3965,2012,6,Seward Park,3,12,3,26,0,486200.0
3966,2013,6,Seward Park,0,0,0,0,0,526700.0
3967,2014,6,Seward Park,0,6,0,21,0,580300.0
3968,2015,6,Seward Park,2,7,0,34,0,636700.0
3969,2010,7,Seward Park,0,11,0,10,0,499900.0
3970,2011,7,Seward Park,4,7,1,24,0,481100.0
3971,2012,7,Seward Park,1,5,3,40,0,488300.0
3972,2013,7,Seward Park,0,0,0,0,0,536800.0
3973,2014,7,Seward Park,0,12,0,27,0,581900.0
3974,2015,7,Seward Park,0,4,0,42,0,636000.0
3975,2010,8,Seward Park,1,13,1,18,0,500000.0
3976,2011,8,Seward Park,4,9,0,35,2,480100.0
3977,2012,8,Seward Park,3,10,1,30,0,490100.0
3978,2013,8,Seward Park,0,1,0,0,0,541200.0
3979,2014,8,Seward Park,0,9,1,24,0,583800.0
3980,2015,8,Seward Park,2,2,0,39,1,636600.0
3981,2010,9,Seward Park,1,2,0,11,0,497400.0
3982,2011,9,Seward Park,1,5,0,24,1,476700.0
3983,2012,9,Seward Park,1,10,1,25,1,492800.0
3984,2013,9,Seward Park,0,0,0,0,0,541000.0
3985,2014,9,Seward Park,0,12,0,15,0,585600.0
3986,2015,9,Seward Park,0,7,1,18,0,639700.0
3987,2010,10,Seward Park,3,12,1,11,0,493200.0
3988,2011,10,Seward Park,4,22,3,17,0,475300.0
3989,2012,10,Seward Park,0,7,1,9,0,494600.0
3990,2013,10,Seward Park,0,6,0,2,0,545300.0
3991,2014,10,Seward Park,1,10,0,6,1,587700.0
3992,2010,11,Seward Park,1,10,1,7,0,489700.0
3993,2011,11,Seward Park,0,16,0,4,0,478200.0
3994,2012,11,Seward Park,1,13,0,9,1,495000.0
3995,2013,11,Seward Park,0,19,1,6,0,553700.0
3996,2014,11,Seward Park,1,16,0,9,0,592300.0
3997,2010,12,Seward Park,0,9,1,3,1,487900.0
3998,2011,12,Seward Park,3,14,1,11,1,480100.0
3999,2012,12,Seward Park,0,4,0,7,1,495500.0
4000,2013,12,Seward Park,0,16,1,7,1,561200.0
4001,2014,12,Seward Park,1,7,2,6,0,596200.0
4002,2010,1,South Beacon Hill,0,0,0,0,0,291300.0
4003,2011,1,South Beacon Hill,2,21,4,11,5,265200.0
4004,2012,1,South Beacon Hill,7,18,5,19,5,227900.0
4005,2013,1,South Beacon Hill,2,10,0,5,3,250000.0
4006,2014,1,South Beacon Hill,2,8,0,6,3,285100.0
4007,2015,1,South Beacon Hill,1,2,0,4,1,323500.0
4008,2010,2,South Beacon Hill,0,0,0,0,0,290400.0
4009,2011,2,South Beacon Hill,3,6,3,4,1,262300.0
4010,2012,2,South Beacon Hill,6,18,5,28,0,228700.0
4011,2013,2,South Beacon Hill,3,1,3,6,1,253200.0
4012,2014,2,South Beacon Hill,2,4,0,13,2,288400.0
4013,2015,2,South Beacon Hill,0,2,0,4,0,323100.0
4014,2010,3,South Beacon Hill,0,0,0,0,0,288700.0
4015,2011,3,South Beacon Hill,1,15,5,13,3,259200.0
4016,2012,3,South Beacon Hill,6,21,5,30,8,230200.0
4017,2013,3,South Beacon Hill,0,0,0,0,0,256400.0
4018,2014,3,South Beacon Hill,3,10,1,8,4,292600.0
4019,2015,3,South Beacon Hill,0,0,0,7,0,322700.0
4020,2010,4,South Beacon Hill,0,0,0,0,0,285300.0
4021,2011,4,South Beacon Hill,9,13,3,18,8,255500.0
4022,2012,4,South Beacon Hill,5,8,8,20,4,231500.0
4023,2013,4,South Beacon Hill,0,0,0,0,0,259300.0
4024,2014,4,South Beacon Hill,2,3,1,6,0,300200.0
4025,2015,4,South Beacon Hill,0,5,0,4,0,324200.0
4026,2010,5,South Beacon Hill,0,0,0,0,0,281400.0
4027,2011,5,South Beacon Hill,14,7,9,28,7,251500.0
4028,2012,5,South Beacon Hill,12,23,3,25,5,232300.0
4029,2013,5,South Beacon Hill,0,0,0,0,0,262200.0
4030,2014,5,South Beacon Hill,0,6,1,10,1,307000.0
4031,2015,5,South Beacon Hill,0,5,0,6,4,329400.0
4032,2010,6,South Beacon Hill,0,0,0,0,0,277700.0
4033,2011,6,South Beacon Hill,6,17,3,29,3,247700.0
4034,2012,6,South Beacon Hill,7,18,4,38,5,234200.0
4035,2013,6,South Beacon Hill,0,0,0,0,0,266300.0
4036,2014,6,South Beacon Hill,0,11,0,13,0,309300.0
4037,2015,6,South Beacon Hill,2,1,0,7,0,337700.0
4038,2010,7,South Beacon Hill,2,2,2,6,4,274200.0
4039,2011,7,South Beacon Hill,7,18,3,28,8,244900.0
4040,2012,7,South Beacon Hill,11,16,4,69,7,236100.0
4041,2013,7,South Beacon Hill,0,0,0,0,0,269400.0
4042,2014,7,South Beacon Hill,4,14,0,17,0,309900.0
4043,2015,7,South Beacon Hill,7,5,0,8,3,346100.0
4044,2010,8,South Beacon Hill,4,7,4,11,5,271500.0
4045,2011,8,South Beacon Hill,7,9,9,28,4,242100.0
4046,2012,8,South Beacon Hill,7,7,3,27,3,237300.0
4047,2013,8,South Beacon Hill,0,0,0,0,0,270900.0
4048,2014,8,South Beacon Hill,2,5,1,4,0,312200.0
4049,2015,8,South Beacon Hill,2,15,1,13,0,352200.0
4050,2010,9,South Beacon Hill,4,14,6,14,3,270700.0
4051,2011,9,South Beacon Hill,5,21,7,40,7,238100.0
4052,2012,9,South Beacon Hill,2,13,3,31,1,238600.0
4053,2013,9,South Beacon Hill,0,0,0,0,0,272700.0
4054,2014,9,South Beacon Hill,1,8,0,7,2,315200.0
4055,2015,9,South Beacon Hill,3,13,0,10,0,356300.0
4056,2010,10,South Beacon Hill,4,12,4,15,4,270400.0
4057,2011,10,South Beacon Hill,6,32,4,31,3,233900.0
4058,2012,10,South Beacon Hill,7,22,5,41,3,241500.0
4059,2013,10,South Beacon Hill,1,4,1,12,0,275500.0
4060,2014,10,South Beacon Hill,2,2,0,7,2,317500.0
4061,2010,11,South Beacon Hill,5,9,0,14,2,269700.0
4062,2011,11,South Beacon Hill,2,24,1,16,2,230800.0
4063,2012,11,South Beacon Hill,6,19,2,27,5,244800.0
4064,2013,11,South Beacon Hill,0,8,0,4,2,277500.0
4065,2014,11,South Beacon Hill,2,6,0,4,1,319900.0
4066,2010,12,South Beacon Hill,1,23,2,7,8,267500.0
4067,2011,12,South Beacon Hill,4,17,9,27,4,229000.0
4068,2012,12,South Beacon Hill,2,16,3,17,2,247700.0
4069,2013,12,South Beacon Hill,2,6,1,5,1,280600.0
4070,2014,12,South Beacon Hill,1,1,0,7,2,322500.0
4071,2010,1,South Delridge,0,0,0,0,0,255100.0
4072,2011,1,South Delridge,3,7,4,21,2,226900.0
4073,2012,1,South Delridge,1,3,1,16,1,191000.0
4074,2013,1,South Delridge,4,8,2,26,1,220500.0
4075,2014,1,South Delridge,7,8,2,17,1,252700.0
4076,2015,1,South Delridge,3,4,0,28,0,269300.0
4077,2010,2,South Delridge,0,0,0,0,0,254400.0
4078,2011,2,South Delridge,0,9,1,6,0,222200.0
4079,2012,2,South Delridge,3,5,2,21,4,192100.0
4080,2013,2,South Delridge,4,8,3,36,0,222700.0
4081,2014,2,South Delridge,3,5,2,19,6,256100.0
4082,2015,2,South Delridge,3,8,0,31,2,269700.0
4083,2010,3,South Delridge,0,0,0,0,0,254000.0
4084,2011,3,South Delridge,1,3,2,15,0,217000.0
4085,2012,3,South Delridge,4,7,3,36,0,192100.0
4086,2013,3,South Delridge,0,0,0,0,0,225400.0
4087,2014,3,South Delridge,2,2,1,31,3,259500.0
4088,2015,3,South Delridge,1,4,2,51,1,273200.0
4089,2010,4,South Delridge,0,0,0,0,0,253300.0
4090,2011,4,South Delridge,1,8,1,16,1,212200.0
4091,2012,4,South Delridge,4,2,1,26,2,192600.0
4092,2013,4,South Delridge,0,0,0,0,0,228300.0
4093,2014,4,South Delridge,5,8,0,38,3,262000.0
4094,2015,4,South Delridge,4,8,0,39,1,278400.0
4095,2010,5,South Delridge,0,0,0,0,0,252200.0
4096,2011,5,South Delridge,2,3,6,25,3,208000.0
4097,2012,5,South Delridge,4,3,2,40,2,194000.0
4098,2013,5,South Delridge,0,0,0,0,0,231600.0
4099,2014,5,South Delridge,3,8,3,45,1,263300.0
4100,2015,5,South Delridge,5,4,0,53,0,282300.0
4101,2010,6,South Delridge,0,0,0,0,0,249600.0
4102,2011,6,South Delridge,0,8,4,31,1,204100.0
4103,2012,6,South Delridge,7,8,2,40,0,196000.0
4104,2013,6,South Delridge,0,0,0,0,0,235700.0
4105,2014,6,South Delridge,3,7,0,50,5,263500.0
4106,2015,6,South Delridge,0,6,2,71,2,286000.0
4107,2010,7,South Delridge,3,1,1,28,0,245700.0
4108,2011,7,South Delridge,1,3,1,28,1,200400.0
4109,2012,7,South Delridge,6,13,5,70,3,198900.0
4110,2013,7,South Delridge,0,0,0,0,0,239200.0
4111,2014,7,South Delridge,0,5,2,43,2,263000.0
4112,2015,7,South Delridge,6,9,0,68,2,292500.0
4113,2010,8,South Delridge,5,5,4,39,3,241600.0
4114,2011,8,South Delridge,1,4,4,37,1,197300.0
4115,2012,8,South Delridge,3,2,5,41,1,203000.0
4116,2013,8,South Delridge,0,0,0,0,0,242500.0
4117,2014,8,South Delridge,3,8,0,35,2,263200.0
4118,2015,8,South Delridge,4,10,0,70,1,298500.0
4119,2010,9,South Delridge,4,6,3,36,5,238300.0
4120,2011,9,South Delridge,3,11,0,45,0,194900.0
4121,2012,9,South Delridge,1,6,7,43,0,207300.0
4122,2013,9,South Delridge,0,0,0,0,0,245500.0
4123,2014,9,South Delridge,3,7,1,18,1,265100.0
4124,2015,9,South Delridge,3,8,0,63,1,302900.0
4125,2010,10,South Delridge,1,7,6,28,0,236100.0
4126,2011,10,South Delridge,3,5,4,21,2,193200.0
4127,2012,10,South Delridge,5,3,1,45,0,211000.0
4128,2013,10,South Delridge,3,10,1,26,0,247100.0
4129,2014,10,South Delridge,1,10,1,40,0,267000.0
4130,2010,11,South Delridge,1,1,1,20,1,233900.0
4131,2011,11,South Delridge,0,4,1,12,0,191300.0
4132,2012,11,South Delridge,3,2,2,29,2,214500.0
4133,2013,11,South Delridge,3,4,3,26,1,248000.0
4134,2014,11,South Delridge,4,8,0,28,4,268100.0
4135,2010,12,South Delridge,1,9,5,27,3,230800.0
4136,2011,12,South Delridge,1,8,0,26,2,190400.0
4137,2012,12,South Delridge,3,7,2,27,1,218100.0
4138,2013,12,South Delridge,1,14,0,30,1,249700.0
4139,2014,12,South Delridge,0,3,0,18,1,268700.0
4140,2010,1,South Park,0,0,0,0,0,246400.0
4141,2011,1,South Park,7,12,1,26,0,215800.0
4142,2012,1,South Park,11,10,0,26,1,184500.0
4143,2013,1,South Park,6,8,3,20,0,193300.0
4144,2014,1,South Park,2,3,3,12,0,234700.0
4145,2015,1,South Park,5,11,2,13,0,258000.0
4146,2010,2,South Park,0,0,0,0,0,245300.0
4147,2011,2,South Park,3,1,1,11,0,213000.0
4148,2012,2,South Park,7,6,3,20,0,184700.0
4149,2013,2,South Park,3,5,2,18,1,194500.0
4150,2014,2,South Park,3,4,1,17,0,237700.0
4151,2015,2,South Park,1,3,0,22,1,260000.0
4152,2010,3,South Park,0,0,0,0,0,244800.0
4153,2011,3,South Park,2,2,3,13,0,209900.0
4154,2012,3,South Park,4,12,2,20,0,184600.0
4155,2013,3,South Park,0,0,0,0,0,197000.0
4156,2014,3,South Park,2,8,0,10,1,239800.0
4157,2015,3,South Park,3,10,1,20,2,264700.0
4158,2010,4,South Park,0,0,0,0,0,243200.0
4159,2011,4,South Park,0,2,3,16,0,205000.0
4160,2012,4,South Park,2,18,4,15,0,184900.0
4161,2013,4,South Park,0,0,0,0,0,200900.0
4162,2014,4,South Park,3,6,2,12,2,240800.0
4163,2015,4,South Park,3,6,3,26,1,271900.0
4164,2010,5,South Park,0,0,0,0,0,239700.0
4165,2011,5,South Park,1,6,4,13,0,199300.0
4166,2012,5,South Park,4,16,5,23,1,185900.0
4167,2013,5,South Park,0,0,0,0,0,204500.0
4168,2014,5,South Park,4,3,0,30,0,241800.0
4169,2015,5,South Park,7,6,1,33,2,277700.0
4170,2010,6,South Park,0,0,0,0,0,235700.0
4171,2011,6,South Park,0,7,4,16,0,195000.0
4172,2012,6,South Park,9,4,4,40,1,187200.0
4173,2013,6,South Park,0,0,0,0,0,208600.0
4174,2014,6,South Park,4,3,1,40,0,242500.0
4175,2015,6,South Park,2,14,1,30,0,280000.0
4176,2010,7,South Park,4,1,0,13,3,231200.0
4177,2011,7,South Park,2,5,2,31,2,192900.0
4178,2012,7,South Park,7,4,10,46,0,188000.0
4179,2013,7,South Park,0,0,0,0,0,212700.0
4180,2014,7,South Park,2,14,2,32,0,243800.0
4181,2015,7,South Park,3,10,1,38,1,283200.0
4182,2010,8,South Park,4,5,4,30,0,227600.0
4183,2011,8,South Park,5,10,4,26,0,191200.0
4184,2012,8,South Park,8,6,1,42,0,188200.0
4185,2013,8,South Park,0,0,0,0,0,218100.0
4186,2014,8,South Park,4,10,1,43,0,246600.0
4187,2015,8,South Park,0,7,0,39,1,285900.0
4188,2010,9,South Park,3,3,5,27,1,224200.0
4189,2011,9,South Park,5,5,1,12,0,189600.0
4190,2012,9,South Park,3,5,2,29,1,188500.0
4191,2013,9,South Park,0,0,0,0,0,223900.0
4192,2014,9,South Park,1,8,0,21,0,249700.0
4193,2015,9,South Park,1,8,0,21,1,287900.0
4194,2010,10,South Park,3,4,6,19,1,221500.0
4195,2011,10,South Park,5,5,3,18,0,188000.0
4196,2012,10,South Park,4,5,2,19,0,189200.0
4197,2013,10,South Park,2,7,0,27,1,228300.0
4198,2014,10,South Park,0,13,2,25,0,251900.0
4199,2010,11,South Park,5,8,6,17,0,219700.0
4200,2011,11,South Park,3,3,2,15,0,186100.0
4201,2012,11,South Park,4,3,5,18,4,190600.0
4202,2013,11,South Park,1,9,3,19,1,230000.0
4203,2014,11,South Park,2,9,0,12,0,253800.0
4204,2010,12,South Park,0,5,2,14,1,218100.0
4205,2011,12,South Park,4,7,1,14,0,184800.0
4206,2012,12,South Park,3,1,0,19,2,192100.0
4207,2013,12,South Park,2,7,2,14,0,232000.0
4208,2014,12,South Park,7,9,0,19,0,255500.0
4209,2010,1,Sunset Hill,0,0,0,0,0,493200.0
4210,2011,1,Sunset Hill,2,0,1,7,0,462500.0
4211,2012,1,Sunset Hill,1,1,1,8,0,467000.0
4212,2013,1,Sunset Hill,0,4,0,5,0,521800.0
4213,2014,1,Sunset Hill,0,3,0,4,0,576600.0
4214,2015,1,Sunset Hill,1,5,0,4,0,612400.0
4215,2010,2,Sunset Hill,0,0,0,0,0,494400.0
4216,2011,2,Sunset Hill,0,0,1,2,0,460600.0
4217,2012,2,Sunset Hill,1,2,0,9,0,468000.0
4218,2013,2,Sunset Hill,0,4,0,5,1,527600.0
4219,2014,2,Sunset Hill,0,0,0,2,0,582900.0
4220,2015,2,Sunset Hill,0,0,0,4,0,613100.0
4221,2010,3,Sunset Hill,0,0,0,0,0,492600.0
4222,2011,3,Sunset Hill,0,4,0,6,0,458600.0
4223,2012,3,Sunset Hill,0,1,0,5,0,471000.0
4224,2013,3,Sunset Hill,0,0,0,0,0,534700.0
4225,2014,3,Sunset Hill,0,1,0,4,0,590100.0
4226,2015,3,Sunset Hill,0,3,0,4,0,618700.0
4227,2010,4,Sunset Hill,0,0,0,0,0,488600.0
4228,2011,4,Sunset Hill,1,3,0,2,2,456900.0
4229,2012,4,Sunset Hill,0,4,0,10,0,475300.0
4230,2013,4,Sunset Hill,0,0,0,0,0,542200.0
4231,2014,4,Sunset Hill,2,4,0,8,0,596900.0
4232,2015,4,Sunset Hill,2,2,0,10,0,629600.0
4233,2010,5,Sunset Hill,0,0,0,0,0,486200.0
4234,2011,5,Sunset Hill,3,1,2,7,0,455600.0
4235,2012,5,Sunset Hill,1,1,0,12,0,481400.0
4236,2013,5,Sunset Hill,0,0,0,0,0,546600.0
4237,2014,5,Sunset Hill,1,2,0,10,0,601400.0
4238,2015,5,Sunset Hill,3,8,0,15,1,641500.0
4239,2010,6,Sunset Hill,0,0,0,0,0,482800.0
4240,2011,6,Sunset Hill,1,0,1,21,0,454600.0
4241,2012,6,Sunset Hill,1,0,0,14,0,489800.0
4242,2013,6,Sunset Hill,0,0,0,0,0,550000.0
4243,2014,6,Sunset Hill,4,3,1,20,3,604000.0
4244,2015,6,Sunset Hill,1,2,0,19,1,651200.0
4245,2010,7,Sunset Hill,0,0,0,15,0,477900.0
4246,2011,7,Sunset Hill,1,2,1,16,0,453600.0
4247,2012,7,Sunset Hill,0,0,2,12,0,497200.0
4248,2013,7,Sunset Hill,0,0,0,0,0,554000.0
4249,2014,7,Sunset Hill,1,3,0,22,0,605900.0
4250,2015,7,Sunset Hill,4,2,0,28,1,660900.0
4251,2010,8,Sunset Hill,2,0,1,17,0,474700.0
4252,2011,8,Sunset Hill,0,2,0,8,0,455200.0
4253,2012,8,Sunset Hill,0,6,1,18,1,501700.0
4254,2013,8,Sunset Hill,0,0,0,0,0,557400.0
4255,2014,8,Sunset Hill,1,3,0,10,1,606400.0
4256,2015,8,Sunset Hill,0,4,0,27,0,669600.0
4257,2010,9,Sunset Hill,1,1,0,18,0,473400.0
4258,2011,9,Sunset Hill,2,1,0,12,1,460300.0
4259,2012,9,Sunset Hill,0,5,1,11,0,503800.0
4260,2013,9,Sunset Hill,0,0,0,0,0,560900.0
4261,2014,9,Sunset Hill,1,1,0,4,0,607800.0
4262,2015,9,Sunset Hill,2,5,0,17,0,677600.0
4263,2010,10,Sunset Hill,1,2,1,6,1,469900.0
4264,2011,10,Sunset Hill,0,1,1,9,0,465500.0
4265,2012,10,Sunset Hill,0,3,0,6,0,507300.0
4266,2013,10,Sunset Hill,2,0,0,8,0,567500.0
4267,2014,10,Sunset Hill,0,6,0,7,0,610400.0
4268,2010,11,Sunset Hill,0,2,2,5,0,465900.0
4269,2011,11,Sunset Hill,0,1,0,2,0,468000.0
4270,2012,11,Sunset Hill,0,1,0,5,0,512400.0
4271,2013,11,Sunset Hill,0,2,0,2,0,571500.0
4272,2014,11,Sunset Hill,1,1,0,5,2,611800.0
4273,2010,12,Sunset Hill,0,1,0,5,2,464100.0
4274,2011,12,Sunset Hill,1,4,0,9,0,467900.0
4275,2012,12,Sunset Hill,0,1,0,3,0,517000.0
4276,2013,12,Sunset Hill,0,4,0,4,0,573300.0
4277,2014,12,Sunset Hill,0,7,0,2,0,611300.0
4278,2010,1,University District,0,0,0,0,0,418600.0
4279,2011,1,University District,19,23,21,147,7,408800.0
4280,2012,1,University District,12,19,5,129,0,385800.0
4281,2013,1,University District,9,29,14,130,11,442600.0
4282,2014,1,University District,19,31,5,138,2,495000.0
4283,2015,1,University District,16,20,1,140,2,537100.0
4284,2010,2,University District,0,0,0,0,0,416800.0
4285,2011,2,University District,5,11,11,73,4,410200.0
4286,2012,2,University District,7,15,7,108,6,386400.0
4287,2013,2,University District,12,8,7,113,5,449200.0
4288,2014,2,University District,17,31,3,143,5,499600.0
4289,2015,2,University District,15,24,0,149,6,542500.0
4290,2010,3,University District,0,0,0,0,0,415100.0
4291,2011,3,University District,5,16,6,61,2,409300.0
4292,2012,3,University District,19,17,13,105,5,389700.0
4293,2013,3,University District,0,0,0,0,0,455400.0
4294,2014,3,University District,18,40,2,119,4,501400.0
4295,2015,3,University District,16,27,2,144,7,555000.0
4296,2010,4,University District,0,0,0,0,0,414600.0
4297,2011,4,University District,11,11,8,131,5,405100.0
4298,2012,4,University District,11,18,19,159,2,395700.0
4299,2013,4,University District,0,0,0,0,0,462200.0
4300,2014,4,University District,11,34,3,182,5,502700.0
4301,2015,4,University District,13,30,2,158,7,572000.0
4302,2010,5,University District,1,0,0,0,0,414100.0
4303,2011,5,University District,13,16,13,162,0,399700.0
4304,2012,5,University District,20,28,12,191,9,401800.0
4305,2013,5,University District,0,0,0,0,0,471000.0
4306,2014,5,University District,18,28,3,214,3,505700.0
4307,2015,5,University District,14,36,0,222,2,584200.0
4308,2010,6,University District,0,1,0,0,0,412300.0
4309,2011,6,University District,19,14,13,146,6,395800.0
4310,2012,6,University District,17,14,16,191,7,407400.0
4311,2013,6,University District,0,0,0,0,0,480900.0
4312,2014,6,University District,11,15,1,179,4,508700.0
4313,2015,6,University District,20,52,2,204,5,589100.0
4314,2010,7,University District,8,5,3,81,4,410500.0
4315,2011,7,University District,26,16,9,147,5,393400.0
4316,2012,7,University District,25,37,16,279,3,412000.0
4317,2013,7,University District,0,0,0,0,0,486700.0
4318,2014,7,University District,18,38,4,186,2,509700.0
4319,2015,7,University District,16,50,1,222,6,595800.0
4320,2010,8,University District,12,20,17,164,2,408800.0
4321,2011,8,University District,11,25,12,153,4,392400.0
4322,2012,8,University District,20,28,15,224,1,417600.0
4323,2013,8,University District,0,0,0,2,0,487600.0
4324,2014,8,University District,9,30,0,153,1,510900.0
4325,2015,8,University District,21,38,3,198,8,601700.0
4326,2010,9,University District,20,20,13,191,7,407300.0
4327,2011,9,University District,12,26,13,187,6,391500.0
4328,2012,9,University District,26,25,14,229,6,423300.0
4329,2013,9,University District,0,0,0,0,0,487300.0
4330,2014,9,University District,17,16,1,153,2,513300.0
4331,2015,9,University District,20,44,3,172,3,605700.0
4332,2010,10,University District,21,29,19,229,11,406600.0
4333,2011,10,University District,24,19,10,179,9,391100.0
4334,2012,10,University District,7,24,10,183,7,427700.0
4335,2013,10,University District,18,16,2,135,3,487200.0
4336,2014,10,University District,16,14,1,152,4,518200.0
4337,2010,11,University District,6,19,15,103,7,406600.0
4338,2011,11,University District,12,6,8,64,4,389800.0
4339,2012,11,University District,14,44,7,152,5,430800.0
4340,2013,11,University District,25,29,3,177,8,487800.0
4341,2014,11,University District,11,25,1,125,4,525400.0
4342,2010,12,University District,5,25,8,98,4,407400.0
4343,2011,12,University District,7,13,13,85,13,387800.0
4344,2012,12,University District,21,37,9,123,2,436100.0
4345,2013,12,University District,12,16,5,107,3,490400.0
4346,2014,12,University District,17,18,1,93,4,531600.0
4347,2010,1,Victory Heights,0,0,0,0,0,353300.0
4348,2011,1,Victory Heights,2,3,1,16,0,330300.0
4349,2012,1,Victory Heights,2,1,2,16,0,315100.0
4350,2013,1,Victory Heights,2,15,5,23,0,359700.0
4351,2014,1,Victory Heights,0,6,0,16,0,409200.0
4352,2015,1,Victory Heights,0,5,0,6,1,426400.0
4353,2010,2,Victory Heights,0,0,0,0,0,352200.0
4354,2011,2,Victory Heights,0,3,8,10,0,328000.0
4355,2012,2,Victory Heights,0,2,1,18,0,316800.0
4356,2013,2,Victory Heights,3,5,5,9,0,367800.0
4357,2014,2,Victory Heights,1,6,0,14,0,409000.0
4358,2015,2,Victory Heights,0,2,0,15,1,426800.0
4359,2010,3,Victory Heights,0,0,0,0,0,351700.0
4360,2011,3,Victory Heights,0,4,1,9,2,325600.0
4361,2012,3,Victory Heights,0,5,3,13,0,320100.0
4362,2013,3,Victory Heights,0,0,0,0,0,373200.0
4363,2014,3,Victory Heights,1,6,1,14,0,409000.0
4364,2015,3,Victory Heights,1,7,0,16,0,431600.0
4365,2010,4,Victory Heights,0,0,0,0,0,352400.0
4366,2011,4,Victory Heights,1,4,4,13,0,323000.0
4367,2012,4,Victory Heights,1,2,1,12,1,323800.0
4368,2013,4,Victory Heights,0,0,0,0,0,375400.0
4369,2014,4,Victory Heights,1,4,1,11,0,411500.0
4370,2015,4,Victory Heights,0,2,0,12,0,439000.0
4371,2010,5,Victory Heights,0,0,0,0,0,351700.0
4372,2011,5,Victory Heights,1,7,7,16,0,320400.0
4373,2012,5,Victory Heights,2,2,0,17,0,328400.0
4374,2013,5,Victory Heights,0,0,0,0,0,378500.0
4375,2014,5,Victory Heights,3,4,1,20,0,415000.0
4376,2015,5,Victory Heights,0,9,1,17,0,443200.0
4377,2010,6,Victory Heights,0,0,0,0,0,348800.0
4378,2011,6,Victory Heights,0,5,5,11,0,318000.0
4379,2012,6,Victory Heights,0,4,0,22,0,333300.0
4380,2013,6,Victory Heights,0,0,0,0,0,383100.0
4381,2014,6,Victory Heights,3,9,1,12,0,417700.0
4382,2015,6,Victory Heights,3,3,1,25,2,442600.0
4383,2010,7,Victory Heights,1,2,0,7,0,346200.0
4384,2011,7,Victory Heights,1,2,1,17,1,315500.0
4385,2012,7,Victory Heights,2,5,1,21,0,336500.0
4386,2013,7,Victory Heights,0,0,0,0,0,388700.0
4387,2014,7,Victory Heights,3,6,1,34,2,418800.0
4388,2015,7,Victory Heights,1,3,2,19,2,442700.0
4389,2010,8,Victory Heights,1,3,4,23,0,343700.0
4390,2011,8,Victory Heights,2,5,2,21,0,313200.0
4391,2012,8,Victory Heights,5,2,1,22,0,338300.0
4392,2013,8,Victory Heights,0,0,0,2,0,395400.0
4393,2014,8,Victory Heights,1,5,0,20,0,419700.0
4394,2015,8,Victory Heights,1,6,0,18,1,444100.0
4395,2010,9,Victory Heights,1,4,4,13,0,340500.0
4396,2011,9,Victory Heights,0,5,3,15,0,312300.0
4397,2012,9,Victory Heights,1,1,5,20,1,340600.0
4398,2013,9,Victory Heights,0,0,0,0,0,401400.0
4399,2014,9,Victory Heights,1,4,0,13,0,419100.0
4400,2015,9,Victory Heights,0,6,2,22,0,446100.0
4401,2010,10,Victory Heights,0,3,5,20,0,337400.0
4402,2011,10,Victory Heights,0,6,1,9,2,313300.0
4403,2012,10,Victory Heights,3,10,1,7,1,344000.0
4404,2013,10,Victory Heights,1,1,0,13,1,404400.0
4405,2014,10,Victory Heights,2,9,1,10,0,419700.0
4406,2010,11,Victory Heights,1,2,1,14,1,335000.0
4407,2011,11,Victory Heights,1,2,0,8,0,314600.0
4408,2012,11,Victory Heights,0,4,1,7,0,348300.0
4409,2013,11,Victory Heights,1,2,0,23,2,405800.0
4410,2014,11,Victory Heights,3,5,0,11,0,422800.0
4411,2010,12,Victory Heights,2,3,0,6,0,332700.0
4412,2011,12,Victory Heights,1,6,0,12,1,315000.0
4413,2012,12,Victory Heights,0,2,1,18,0,352900.0
4414,2013,12,Victory Heights,2,6,1,11,0,408000.0
4415,2014,12,Victory Heights,4,3,0,8,1,425600.0
4416,2010,1,View Ridge,0,0,0,0,0,539800.0
4417,2011,1,View Ridge,0,1,0,2,0,530700.0
4418,2012,1,View Ridge,0,1,0,0,0,522900.0
4419,2013,1,View Ridge,0,0,0,0,0,587000.0
4420,2014,1,View Ridge,0,3,0,0,0,651700.0
4421,2015,1,View Ridge,0,5,0,2,0,662700.0
4422,2010,2,View Ridge,0,0,0,0,0,541300.0
4423,2011,2,View Ridge,0,1,1,1,0,528500.0
4424,2012,2,View Ridge,0,0,0,1,0,527100.0
4425,2013,2,View Ridge,0,2,0,6,0,596600.0
4426,2014,2,View Ridge,0,2,0,3,0,653400.0
4427,2015,2,View Ridge,0,0,0,6,0,666000.0
4428,2010,3,View Ridge,0,0,0,0,0,543400.0
